Type,Key,Default,Translation,Character Limit
quiz,offer_contents:OCJgNomgAFl9Zys9ZjyfJ:content:pages[1].question.answers[3],1958,1958,22
quiz,offer_contents:OCJgNomgAFl9Zys9ZjyfJ:content:pages[2].description,Who conceptualized the first blockchain?,Quem conceituou o primeiro blockchain?,66
quiz,offer_contents:OCJgNomgAFl9Zys9ZjyfJ:content:pages[2].question.answers[0],Steve Jobs,Steve Jobs,22
quiz,offer_contents:OCJgNomgAFl9Zys9ZjyfJ:content:pages[2].question.answers[1],Bill Gates,Bill Gates,22
quiz,offer_contents:OCJgNomgAFl9Zys9ZjyfJ:content:pages[2].question.answers[2],Elon Musk,Elon Musk,22
quiz,offer_contents:OCJgNomgAFl9Zys9ZjyfJ:content:pages[2].question.answers[3],Satoshi Nakamoto,Satoshi Nakamoto,22
quiz,offer:OHyL5CPsPChKfsmE9l7aB:title,Take a quiz,Faça um teste,14
quiz,offer:OHyL5CPsPChKfsmE9l7aB:description,General,Geral,18
quiz,offer:OHyL5CPsPChKfsmE9l7aB:orderTitle,Quiz,Teste,8
quiz,offer:OHyL5CPsPChKfsmE9l7aB:orderDescription,Completed,Concluído,24
quiz,offer_contents:OHyL5CPsPChKfsmE9l7aB:content:pages[0].description,The first video game was created in...,O primeiro videogame foi criado em...,66
quiz,offer_contents:OHyL5CPsPChKfsmE9l7aB:content:pages[0].question.answers[0],1972,1972,22
quiz,offer_contents:OHyL5CPsPChKfsmE9l7aB:content:pages[0].question.answers[1],1975,1975,22
quiz,offer_contents:OHyL5CPsPChKfsmE9l7aB:content:pages[0].question.answers[2],1979,1979,22
quiz,offer_contents:OHyL5CPsPChKfsmE9l7aB:content:pages[0].question.answers[3],1958,1958,22
quiz,offer_contents:OHyL5CPsPChKfsmE9l7aB:content:pages[1].description,The 1st video game easter egg was in...,A primeira pegadinha virtual em videogame foi em...,66
quiz,offer_contents:OHyL5CPsPChKfsmE9l7aB:content:pages[1].question.answers[0],Atari Breakout,Atari Breakout,22
quiz,offer_contents:OHyL5CPsPChKfsmE9l7aB:content:pages[1].question.answers[1],Atari Adventure,Atari Adventure,22
quiz,offer_contents:OHyL5CPsPChKfsmE9l7aB:content:pages[1].question.answers[2],Atari Pong,Atari Pong,22
quiz,offer_contents:OHyL5CPsPChKfsmE9l7aB:content:pages[1].question.answers[3],Atari Tempest,Atari Tempest,22
quiz,offer_contents:OHyL5CPsPChKfsmE9l7aB:content:pages[2].description,The first programmer was...,O primeiro programador foi...,66
quiz,offer_contents:OHyL5CPsPChKfsmE9l7aB:content:pages[2].question.answers[0],Blaise Pascal,Blaise Pascal,22
quiz,offer_contents:OHyL5CPsPChKfsmE9l7aB:content:pages[2].question.answers[1],Steve Jobs,Steve Jobs,22
quiz,offer_contents:OHyL5CPsPChKfsmE9l7aB:content:pages[2].question.answers[2],Bill Gates,Bill Gates,22
quiz,offer_contents:OHyL5CPsPChKfsmE9l7aB:content:pages[2].question.answers[3],Ada Lovelace,Ada Lovelace,22
quiz,offer:OTECzK8rgXNsko2ht0kgz:title,Take a quiz,Faça um teste,14
quiz,offer:OTECzK8rgXNsko2ht0kgz:description,Fun,Diversão,18
quiz,offer:OTECzK8rgXNsko2ht0kgz:orderTitle,Quiz,Teste,8
quiz,offer:OTECzK8rgXNsko2ht0kgz:orderDescription,Completed,Concluído,24
quiz,offer_contents:OTECzK8rgXNsko2ht0kgz:content:pages[0].description,Which video has the most views on YouTube?,Qual vídeo tem mais visualizações no YouTube?,66
quiz,offer_contents:OTECzK8rgXNsko2ht0kgz:content:pages[0].question.answers[0],Gangnam Style,Gangnam Style,22
quiz,offer_contents:OTECzK8rgXNsko2ht0kgz:content:pages[0].question.answers[1],See You Again ,See You Again ,22
quiz,offer_contents:OTECzK8rgXNsko2ht0kgz:content:pages[0].question.answers[2],Shape of You ,Shape of You ,22
quiz,offer_contents:OTECzK8rgXNsko2ht0kgz:content:pages[0].question.answers[3],Despacito ,Despacito ,22
quiz,offer_contents:OTECzK8rgXNsko2ht0kgz:content:pages[1].description,Who has the most Twitter followers?,Quem tem mais seguidores no Twitter?,66
quiz,offer_contents:OTECzK8rgXNsko2ht0kgz:content:pages[1].question.answers[0],Katy Perry,Katy Perry,22
quiz,offer_contents:OTECzK8rgXNsko2ht0kgz:content:pages[1].question.answers[1],Barack Obama,Barack Obama,22
quiz,offer_contents:OTECzK8rgXNsko2ht0kgz:content:pages[1].question.answers[2],Lady Gaga,Lady Gaga,22
quiz,offer_contents:OTECzK8rgXNsko2ht0kgz:content:pages[1].question.answers[3],Ellen DeGeneres,Ellen DeGeneres,22
quiz,offer_contents:OTECzK8rgXNsko2ht0kgz:content:pages[2].description,Which Kardashian is the oldest?,Qual Kardashian é a mais velha?,66
quiz,offer_contents:OTECzK8rgXNsko2ht0kgz:content:pages[2].question.answers[0],Rob Kardashian,Rob Kardashian,22
quiz,offer_contents:OTECzK8rgXNsko2ht0kgz:content:pages[2].question.answers[1],Kim Kardashian-West,Kim Kardashian-West,22
quiz,offer_contents:OTECzK8rgXNsko2ht0kgz:content:pages[2].question.answers[2],Khlo? Kardashian,Khloé Kardashian,22
quiz,offer_contents:OTECzK8rgXNsko2ht0kgz:content:pages[2].question.answers[3],Kourtney Kardashian,Kourtney Kardashian,22
quiz,offer:OzfFoe3qlEUMn5OZnjJUZ:title,Take a quiz,Faça um teste,14
quiz,offer:OzfFoe3qlEUMn5OZnjJUZ:description,TV&Movies,Tv e Filmes,18
quiz,offer:OzfFoe3qlEUMn5OZnjJUZ:orderTitle,Quiz,Teste,8
quiz,offer:OzfFoe3qlEUMn5OZnjJUZ:orderDescription,Completed,Concluído,24
quiz,offer_contents:OzfFoe3qlEUMn5OZnjJUZ:content:pages[0].description,In which season of the award winning comedy 30 Rock did Tracy Jordan get the EGOT?,Ql temporada d premiada série 30 Rock Tracy Jordan ganhou o EGOT?,66
quiz,offer_contents:OzfFoe3qlEUMn5OZnjJUZ:content:pages[0].question.answers[0],Season 3,3ª Temporada,22
quiz,offer_contents:OzfFoe3qlEUMn5OZnjJUZ:content:pages[0].question.answers[1],Season 4,4ª Temporada,22
quiz,offer_contents:OzfFoe3qlEUMn5OZnjJUZ:content:pages[0].question.answers[2],Season 5,5ª Temporada,22
quiz,offer_contents:OzfFoe3qlEUMn5OZnjJUZ:content:pages[0].question.answers[3],Season 6,6ª Temporada,22
quiz,offer_contents:OzfFoe3qlEUMn5OZnjJUZ:content:pages[1].description,Which Pixar movie was the most profitable?,Qual filme da Pixar foi o mais rentável?,66
quiz,offer_contents:OzfFoe3qlEUMn5OZnjJUZ:content:pages[1].question.answers[0],Finding Nemo,Procurando Nemo,22
quiz,offer_contents:OzfFoe3qlEUMn5OZnjJUZ:content:pages[1].question.answers[1],Toy Story 3,Toy Story 3,22
quiz,offer_contents:OzfFoe3qlEUMn5OZnjJUZ:content:pages[1].question.answers[2],Finding Dory,Procurando Dory,22
quiz,offer_contents:OzfFoe3qlEUMn5OZnjJUZ:content:pages[1].question.answers[3],Toy Story 2,Toy Story 2,22
quiz,offer_contents:OzfFoe3qlEUMn5OZnjJUZ:content:pages[2].description,How many Indiana Jones movies have been released?,Quantos filmes de Indiana Jones foram lançados?,66
quiz,offer_contents:OzfFoe3qlEUMn5OZnjJUZ:content:pages[2].question.answers[0],3,3,22
quiz,offer_contents:OzfFoe3qlEUMn5OZnjJUZ:content:pages[2].question.answers[1],4,4,22
quiz,offer_contents:OzfFoe3qlEUMn5OZnjJUZ:content:pages[2].question.answers[2],5,5,22
quiz,offer_contents:OzfFoe3qlEUMn5OZnjJUZ:content:pages[2].question.answers[3],2,2,22
quiz,offer:OgyGFzEufWGI0TXaVNmX7:title,Take a quiz,Faça um teste,14
quiz,offer:OgyGFzEufWGI0TXaVNmX7:description,General,Geral,18
quiz,offer:OgyGFzEufWGI0TXaVNmX7:orderTitle,Quiz,Teste,8
quiz,offer:OgyGFzEufWGI0TXaVNmX7:orderDescription,Completed,Concluído,24
quiz,offer_contents:OgyGFzEufWGI0TXaVNmX7:content:pages[0].description,What car brand was most searched for in the US for 2017?,Qual marca de carro foi mais procurada nos EUA em 2017?,66
quiz,offer_contents:OgyGFzEufWGI0TXaVNmX7:content:pages[0].question.answers[0],Ford,Ford,22
quiz,offer_contents:OgyGFzEufWGI0TXaVNmX7:content:pages[0].question.answers[1],Lexus,Lexus,22
quiz,offer_contents:OgyGFzEufWGI0TXaVNmX7:content:pages[0].question.answers[2],Kia,Kia,22
quiz,offer_contents:OgyGFzEufWGI0TXaVNmX7:content:pages[0].question.answers[3],Toyota,Toyota,22
quiz,offer_contents:OgyGFzEufWGI0TXaVNmX7:content:pages[1].description,What was the most searched term in the US for 2017?,Qual foi o termo mais pesquisado nos EUA em 2017?,66
quiz,offer_contents:OgyGFzEufWGI0TXaVNmX7:content:pages[1].question.answers[0],Super Bowl,Super Bowl,22
quiz,offer_contents:OgyGFzEufWGI0TXaVNmX7:content:pages[1].question.answers[1],Hurricane Irma,Furacão Irma,22
quiz,offer_contents:OgyGFzEufWGI0TXaVNmX7:content:pages[1].question.answers[2],Matt Lauer,Matt Lauer,22
quiz,offer_contents:OgyGFzEufWGI0TXaVNmX7:content:pages[1].question.answers[3],Tom Petty,Tom Petty,22
quiz,offer_contents:OgyGFzEufWGI0TXaVNmX7:content:pages[2].description,"What was the most searched ""how to"" question in the US for 2017?","Qual foi a pergunta ""como fazer"" mais pesquisada nos EUA em 2017?",66
quiz,offer_contents:OgyGFzEufWGI0TXaVNmX7:content:pages[2].question.answers[0],solar eclipse glasses,óculos d eclipse solar,22
quiz,offer_contents:OgyGFzEufWGI0TXaVNmX7:content:pages[2].question.answers[1],watch solar eclipse,assistir eclipse solar,22
quiz,offer_contents:OgyGFzEufWGI0TXaVNmX7:content:pages[2].question.answers[2],buy Bitcoin,comprar Bitcoin,22
quiz,offer_contents:OgyGFzEufWGI0TXaVNmX7:content:pages[2].question.answers[3],make slime,Fazer slime,22
quiz,offer:O8872TcPmKcjeCg4hjVGf:title,Take a quiz,Faça um teste,14
quiz,offer:O8872TcPmKcjeCg4hjVGf:description,Games,Games,18
quiz,offer:O8872TcPmKcjeCg4hjVGf:orderTitle,Quiz,Teste,8
quiz,offer:O8872TcPmKcjeCg4hjVGf:orderDescription,Completed,Concluído,24
quiz,offer_contents:O8872TcPmKcjeCg4hjVGf:content:pages[0].description,How many little blocks make up the Rubik's Cube?,Quantos pequenos blocos formam o Cubo mágico?,66
quiz,offer_contents:O8872TcPmKcjeCg4hjVGf:content:pages[0].question.answers[0],27,27,22
quiz,offer_contents:O8872TcPmKcjeCg4hjVGf:content:pages[0].question.answers[1],25,25,22
quiz,offer_contents:O8872TcPmKcjeCg4hjVGf:content:pages[0].question.answers[2],26,26,22
quiz,offer_contents:O8872TcPmKcjeCg4hjVGf:content:pages[0].question.answers[3],30,30,22
quiz,offer_contents:O8872TcPmKcjeCg4hjVGf:content:pages[1].description,What is the nationality of Ern? Rubik,Qual é a nacionalidade de Erno Rubik,
quiz,offer_contents:O8872TcPmKcjeCg4hjVGf:content:pages[1].question.answers[0],Indian,Indiana,22
quiz,offer_contents:O8872TcPmKcjeCg4hjVGf:content:pages[1].question.answers[1],Romanian,Romena,22
quiz,offer_contents:O8872TcPmKcjeCg4hjVGf:content:pages[1].question.answers[2],Hungarian,Húngara,22
quiz,offer_contents:O8872TcPmKcjeCg4hjVGf:content:pages[1].question.answers[3],Polish,Polonesa,22
quiz,offer_contents:O8872TcPmKcjeCg4hjVGf:content:pages[2].description,When was the Rubik's Cube invented?,Quando o cubo mágico foi inventado?,66
quiz,offer_contents:O8872TcPmKcjeCg4hjVGf:content:pages[2].question.answers[0],1949,1949,22
quiz,offer_contents:O8872TcPmKcjeCg4hjVGf:content:pages[2].question.answers[1],1974,1974,22
quiz,offer_contents:O8872TcPmKcjeCg4hjVGf:content:pages[2].question.answers[2],1848,1848,22
quiz,offer_contents:O8872TcPmKcjeCg4hjVGf:content:pages[2].question.answers[3],1985,1985,22
quiz,offer:OxqzX3OCALtVoNFXFFt74:title,Take a quiz,Faça um teste,14
quiz,offer:OxqzX3OCALtVoNFXFFt74:description,Travel,Viajar,18
quiz,offer:OxqzX3OCALtVoNFXFFt74:orderTitle,Quiz,Teste,8
quiz,offer:OxqzX3OCALtVoNFXFFt74:orderDescription,Completed,Concluído,24
quiz,offer_contents:OxqzX3OCALtVoNFXFFt74:content:pages[0].description,What is the busiest airport in the world as of today?,Qual é o aeroporto mais movimentado do mundo hoje?,66
quiz,offer_contents:OxqzX3OCALtVoNFXFFt74:content:pages[0].question.answers[0],Hartsfield-Jackson ATL,Hartsfield-Jackson ATL,22
quiz,offer_contents:OxqzX3OCALtVoNFXFFt74:content:pages[0].question.answers[1],Beijing Capital ,Capital de Pequim ,22
quiz,offer_contents:OxqzX3OCALtVoNFXFFt74:content:pages[0].question.answers[2],Dubai Internal Airport,Aerop. Inter. de Dubai,22
quiz,offer_contents:OxqzX3OCALtVoNFXFFt74:content:pages[0].question.answers[3],Tokyo Haneda ,Tokyo Haneda ,22
quiz,offer_contents:OxqzX3OCALtVoNFXFFt74:content:pages[1].description,How many passengers travel in the most busiest airport annually?,Qtos passageiros viajam por ano no aeroporto mais movimentado?,66
quiz,offer_contents:OxqzX3OCALtVoNFXFFt74:content:pages[1].question.answers[0],85,85,
quiz,offer_contents:OxqzX3OCALtVoNFXFFt74:content:pages[1].question.answers[1],88,88,
quiz,offer_contents:OxqzX3OCALtVoNFXFFt74:content:pages[1].question.answers[2],95,95,
quiz,offer_contents:OxqzX3OCALtVoNFXFFt74:content:pages[1].question.answers[3],103,103,
quiz,offer_contents:OxqzX3OCALtVoNFXFFt74:content:pages[2].description,What is considered the best airport in the world?,Qual é considerado o melhor aeroporto do mundo?,66
quiz,offer_contents:OxqzX3OCALtVoNFXFFt74:content:pages[2].question.answers[0],Taiwan Taoyuan,Taoyuan em Taiwan,22
quiz,offer_contents:OxqzX3OCALtVoNFXFFt74:content:pages[2].question.answers[1],Amsterdam Schiphol,Schiphol em Amsterdã,22
quiz,offer_contents:OxqzX3OCALtVoNFXFFt74:content:pages[2].question.answers[2],Cantral Japan,Cantral no Japão,22
quiz,offer_contents:OxqzX3OCALtVoNFXFFt74:content:pages[2].question.answers[3],Singapore Changi ,Changi em Singapura ,22
quiz,offer:OjaVVhsl9gjjX8z9PIBYo:title,Take a quiz,Faça um teste,14
quiz,offer:OjaVVhsl9gjjX8z9PIBYo:description,Forrest Gump,Forrest Gump,18
quiz,offer:OjaVVhsl9gjjX8z9PIBYo:orderTitle,Quiz,Teste,8
quiz,offer:OjaVVhsl9gjjX8z9PIBYo:orderDescription,Completed,Concluído,24
quiz,offer_contents:OjaVVhsl9gjjX8z9PIBYo:content:pages[0].description,What state did Forrest grow up in?,Em que estado cresceu Forrest?,66
quiz,offer_contents:OjaVVhsl9gjjX8z9PIBYo:content:pages[0].question.answers[0],Missouri,Missouri,22
quiz,offer_contents:OjaVVhsl9gjjX8z9PIBYo:content:pages[0].question.answers[1],Alabama,Alabama,22
quiz,offer_contents:OjaVVhsl9gjjX8z9PIBYo:content:pages[0].question.answers[2],Mississippi,Mississippi,22
quiz,offer_contents:OjaVVhsl9gjjX8z9PIBYo:content:pages[0].question.answers[3],Georgia,Georgia,22
quiz,offer_contents:OjaVVhsl9gjjX8z9PIBYo:content:pages[1].description,What did Forrest name all of his shrimping boats?,Que nome Forrest deu a todos os seus barcos de camarão?,66
quiz,offer_contents:OjaVVhsl9gjjX8z9PIBYo:content:pages[1].question.answers[0],Jenny,Jenny,22
quiz,offer_contents:OjaVVhsl9gjjX8z9PIBYo:content:pages[1].question.answers[1],Helen,Helen,22
quiz,offer_contents:OjaVVhsl9gjjX8z9PIBYo:content:pages[1].question.answers[2],Sally,Sally,22
quiz,offer_contents:OjaVVhsl9gjjX8z9PIBYo:content:pages[1].question.answers[3],Mary,Mary,22
quiz,offer_contents:OjaVVhsl9gjjX8z9PIBYo:content:pages[2].description,Which actor played Forrest Gump?,Qual ator interpretou Forrest Gump?,66
quiz,offer_contents:OjaVVhsl9gjjX8z9PIBYo:content:pages[2].question.answers[0],Tom Cruise,Tom Cruise,22
quiz,offer_contents:OjaVVhsl9gjjX8z9PIBYo:content:pages[2].question.answers[1],Leonardo DiCaprio,Leonardo DiCaprio,22
quiz,offer_contents:OjaVVhsl9gjjX8z9PIBYo:content:pages[2].question.answers[2],Colin Farrell,Colin Farrell,22
quiz,offer_contents:OjaVVhsl9gjjX8z9PIBYo:content:pages[2].question.answers[3],Tom Hanks,Tom Hanks,22
quiz,offer:OgtcthFKOYTDdgKeKY6fz:title,Take a quiz,Faça um teste,14
quiz,offer:OgtcthFKOYTDdgKeKY6fz:description,Geography #5,Geografia n.º 5,18
quiz,offer:OgtcthFKOYTDdgKeKY6fz:orderTitle,Quiz,Teste,8
quiz,offer:OgtcthFKOYTDdgKeKY6fz:orderDescription,Completed,Concluído,24
quiz,offer_contents:OgtcthFKOYTDdgKeKY6fz:content:pages[0].description,How many countries are in South East Asia?,Quantos países existem no Sudeste Asiático?,66
quiz,offer_contents:OgtcthFKOYTDdgKeKY6fz:content:pages[0].question.answers[0],13,13,22
quiz,offer_contents:OgtcthFKOYTDdgKeKY6fz:content:pages[0].question.answers[1],8,8,22
quiz,offer_contents:OgtcthFKOYTDdgKeKY6fz:content:pages[0].question.answers[2],11,11,22
quiz,offer_contents:OgtcthFKOYTDdgKeKY6fz:content:pages[0].question.answers[3],14,14,22
quiz,offer_contents:OgtcthFKOYTDdgKeKY6fz:content:pages[1].description,What country is Mt. Everest in?,Em qual país se encontra o Monte Everest?,66
quiz,offer_contents:OgtcthFKOYTDdgKeKY6fz:content:pages[1].question.answers[0],China,China,22
quiz,offer_contents:OgtcthFKOYTDdgKeKY6fz:content:pages[1].question.answers[1],Nepal,Nepal,22
quiz,offer_contents:OgtcthFKOYTDdgKeKY6fz:content:pages[1].question.answers[2],Tibet,Tibet,22
quiz,offer_contents:OgtcthFKOYTDdgKeKY6fz:content:pages[1].question.answers[3],All of the above,Todas as opções acima,22
quiz,offer_contents:OgtcthFKOYTDdgKeKY6fz:content:pages[2].description,How many countries does China share its border with?,Com quantos países a China compartilha sua fronteira?,66
quiz,offer_contents:OgtcthFKOYTDdgKeKY6fz:content:pages[2].question.answers[0],7,7,22
quiz,offer_contents:OgtcthFKOYTDdgKeKY6fz:content:pages[2].question.answers[1],14,14,22
quiz,offer_contents:OgtcthFKOYTDdgKeKY6fz:content:pages[2].question.answers[2],6,6,22
quiz,offer_contents:OgtcthFKOYTDdgKeKY6fz:content:pages[2].question.answers[3],12,12,22
quiz,offer:OmxCjseR9kOIsYJws6k3P:title,Take a quiz,Faça um teste,14
quiz,offer:OmxCjseR9kOIsYJws6k3P:description,Flamingos,Flamingos,18
quiz,offer:OmxCjseR9kOIsYJws6k3P:orderTitle,Quiz,Teste,8
quiz,offer:OmxCjseR9kOIsYJws6k3P:orderDescription,Completed,Concluído,24
quiz,offer_contents:OmxCjseR9kOIsYJws6k3P:content:pages[0].description,How many species of flamingos are there in the world?,Quantas espécies de flamingos existem no mundo?,66
quiz,offer_contents:OmxCjseR9kOIsYJws6k3P:content:pages[0].question.answers[0],1,1,22
quiz,offer_contents:OmxCjseR9kOIsYJws6k3P:content:pages[0].question.answers[1],6,6,22
quiz,offer_contents:OmxCjseR9kOIsYJws6k3P:content:pages[0].question.answers[2],12,12,22
quiz,offer_contents:OmxCjseR9kOIsYJws6k3P:content:pages[0].question.answers[3],18,18,22
quiz,offer_contents:OmxCjseR9kOIsYJws6k3P:content:pages[1].description,What area of the world are flamingos not native to?,Em que área do mundo flamingos não são nativos?,66
quiz,offer_contents:OmxCjseR9kOIsYJws6k3P:content:pages[1].question.answers[0],South America,América do Sul,22
quiz,offer_contents:OmxCjseR9kOIsYJws6k3P:content:pages[1].question.answers[1],Australia,Austrália,22
quiz,offer_contents:OmxCjseR9kOIsYJws6k3P:content:pages[1].question.answers[2],Africa,África,22
quiz,offer_contents:OmxCjseR9kOIsYJws6k3P:content:pages[1].question.answers[3],Europe,Europa,22
quiz,offer_contents:OmxCjseR9kOIsYJws6k3P:content:pages[2].description,How do you call a group of flamingos?,Como você chama um grupo de flamingos?,66
quiz,offer_contents:OmxCjseR9kOIsYJws6k3P:content:pages[2].question.answers[0],Flamboyance,Exuberância,22
quiz,offer_contents:OmxCjseR9kOIsYJws6k3P:content:pages[2].question.answers[1],Troop,Manada,22
quiz,offer_contents:OmxCjseR9kOIsYJws6k3P:content:pages[2].question.answers[2],Gaggle,Bando,22
quiz,offer_contents:OmxCjseR9kOIsYJws6k3P:content:pages[2].question.answers[3],Herd,Rebanho,22
quiz,offer:O643EWWeCEXmbjmJ2RM7G:title,Take a quiz,Faça um teste,14
quiz,offer:O643EWWeCEXmbjmJ2RM7G:description,U.S States #2,EUA n.º 2,18
quiz,offer:O643EWWeCEXmbjmJ2RM7G:orderTitle,Quiz,Teste,8
quiz,offer:O643EWWeCEXmbjmJ2RM7G:orderDescription,Completed,Concluído,24
quiz,offer_contents:O643EWWeCEXmbjmJ2RM7G:content:pages[0].description,The oldest living tree resides in which state?,A árvore viva mais antiga fica em qual estado?,66
quiz,offer_contents:O643EWWeCEXmbjmJ2RM7G:content:pages[0].question.answers[0],California,Califórnia,22
quiz,offer_contents:O643EWWeCEXmbjmJ2RM7G:content:pages[0].question.answers[1],North Carolina,Carolina do Norte,22
quiz,offer_contents:O643EWWeCEXmbjmJ2RM7G:content:pages[0].question.answers[2],Wyoming,Wyoming,22
quiz,offer_contents:O643EWWeCEXmbjmJ2RM7G:content:pages[0].question.answers[3],Florida,Flórida,22
quiz,offer_contents:O643EWWeCEXmbjmJ2RM7G:content:pages[1].description,What was the first state to bottle Coca Cola?,Qual foi o primeiro estado a engarrafar Coca-Cola?,66
quiz,offer_contents:O643EWWeCEXmbjmJ2RM7G:content:pages[1].question.answers[0],Michigan,Michigan,22
quiz,offer_contents:O643EWWeCEXmbjmJ2RM7G:content:pages[1].question.answers[1],Illinois,Illinois,22
quiz,offer_contents:O643EWWeCEXmbjmJ2RM7G:content:pages[1].question.answers[2],Mississippi,Mississippi,22
quiz,offer_contents:O643EWWeCEXmbjmJ2RM7G:content:pages[1].question.answers[3],Ohio,Ohio,22
quiz,offer_contents:O643EWWeCEXmbjmJ2RM7G:content:pages[2].description,What state is credited for having the world's first drive-in theatre?,Qual estado teve o primeiro cinema drive-in do mundo?,66
quiz,offer_contents:O643EWWeCEXmbjmJ2RM7G:content:pages[2].question.answers[0],South Dakota,Dakota do Sul,22
quiz,offer_contents:O643EWWeCEXmbjmJ2RM7G:content:pages[2].question.answers[1],Massachusetts,Massachusetts,22
quiz,offer_contents:O643EWWeCEXmbjmJ2RM7G:content:pages[2].question.answers[2],Nevada,Nevada,22
quiz,offer_contents:O643EWWeCEXmbjmJ2RM7G:content:pages[2].question.answers[3],New Jersey,Nova Jersey,22
quiz,offer:OdpRCMcpXTbZaIvLN163n:title,Take a quiz,Faça um teste,14
quiz,offer:OdpRCMcpXTbZaIvLN163n:description,U.S States,Estados Unidos,18
quiz,offer:OdpRCMcpXTbZaIvLN163n:orderTitle,Quiz,Teste,8
quiz,offer:OdpRCMcpXTbZaIvLN163n:orderDescription,Completed,Concluído,24
quiz,offer_contents:OdpRCMcpXTbZaIvLN163n:content:pages[0].description,What was the last state to join the USA?,Qual foi o último estado a entrar nos EUA?,66
quiz,offer_contents:OdpRCMcpXTbZaIvLN163n:content:pages[0].question.answers[0],Alaska,Alaska,22
quiz,offer_contents:OdpRCMcpXTbZaIvLN163n:content:pages[0].question.answers[1],Hawaii,Hawaii,22
quiz,offer_contents:OdpRCMcpXTbZaIvLN163n:content:pages[0].question.answers[2],Arizona,Arizona,22
quiz,offer_contents:OdpRCMcpXTbZaIvLN163n:content:pages[0].question.answers[3],Montana,Montana,22
quiz,offer_contents:OdpRCMcpXTbZaIvLN163n:content:pages[1].description,What is the smallest state in the USA?,Qual é o menor estado dos EUA?,66
quiz,offer_contents:OdpRCMcpXTbZaIvLN163n:content:pages[1].question.answers[0],New Jersey,Nova Jersey,22
quiz,offer_contents:OdpRCMcpXTbZaIvLN163n:content:pages[1].question.answers[1],Connecticut,Connecticut,22
quiz,offer_contents:OdpRCMcpXTbZaIvLN163n:content:pages[1].question.answers[2],Delaware,Delaware,22
quiz,offer_contents:OdpRCMcpXTbZaIvLN163n:content:pages[1].question.answers[3],Rhode Island,Rhode Island,22
quiz,offer_contents:OdpRCMcpXTbZaIvLN163n:content:pages[2].description,What is the largest state in total area,Qual é o maior estado em área total,
quiz,offer_contents:OdpRCMcpXTbZaIvLN163n:content:pages[2].question.answers[0],Texas,Texas,22
quiz,offer_contents:OdpRCMcpXTbZaIvLN163n:content:pages[2].question.answers[1],California,Califórnia,22
quiz,offer_contents:OdpRCMcpXTbZaIvLN163n:content:pages[2].question.answers[2],Alaska,Alaska,22
quiz,offer_contents:OdpRCMcpXTbZaIvLN163n:content:pages[2].question.answers[3],Washington,Washington,22
quiz,offer:Oj7z5ySKwFZJJ9ErZJzyk:title,Take a quiz,Faça um teste,14
quiz,offer:Oj7z5ySKwFZJJ9ErZJzyk:description,Currency,Moeda,18
quiz,offer:Oj7z5ySKwFZJJ9ErZJzyk:orderTitle,Quiz,Teste,8
quiz,offer:Oj7z5ySKwFZJJ9ErZJzyk:orderDescription,Completed,Concluído,24
quiz,offer_contents:Oj7z5ySKwFZJJ9ErZJzyk:content:pages[0].description,How many world currencies are there?,Quantas moedas existem no mundo?,66
quiz,offer_contents:Oj7z5ySKwFZJJ9ErZJzyk:content:pages[0].question.answers[0],60,60,22
quiz,offer_contents:Oj7z5ySKwFZJJ9ErZJzyk:content:pages[0].question.answers[1],100,100,22
quiz,offer_contents:Oj7z5ySKwFZJJ9ErZJzyk:content:pages[0].question.answers[2],140,140,22
quiz,offer_contents:Oj7z5ySKwFZJJ9ErZJzyk:content:pages[0].question.answers[3],180,180,22
quiz,offer_contents:Oj7z5ySKwFZJJ9ErZJzyk:content:pages[1].description,Which other country uses the US dollar?,Qual outro país usa o dólar americano?,66
quiz,offer_contents:Oj7z5ySKwFZJJ9ErZJzyk:content:pages[1].question.answers[0],Marshall Islands,Ilhas Marshall,22
quiz,offer_contents:Oj7z5ySKwFZJJ9ErZJzyk:content:pages[1].question.answers[1],Palau,Palau,22
quiz,offer_contents:Oj7z5ySKwFZJJ9ErZJzyk:content:pages[1].question.answers[2],Ecuador,Equador,22
quiz,offer_contents:Oj7z5ySKwFZJJ9ErZJzyk:content:pages[1].question.answers[3],All of the above,Todas as opções acima,22
quiz,offer_contents:Oj7z5ySKwFZJJ9ErZJzyk:content:pages[2].description,Which country does not uses the euro?,Qual país não usa o euro?,66
quiz,offer_contents:Oj7z5ySKwFZJJ9ErZJzyk:content:pages[2].question.answers[0],Slovakia,Eslováquia,22
quiz,offer_contents:Oj7z5ySKwFZJJ9ErZJzyk:content:pages[2].question.answers[1],Slovenia,Eslovênia,22
quiz,offer_contents:Oj7z5ySKwFZJJ9ErZJzyk:content:pages[2].question.answers[2],Czech Republic,República Tcheca,22
quiz,offer_contents:Oj7z5ySKwFZJJ9ErZJzyk:content:pages[2].question.answers[3],Lithuania,Lituânia,22
quiz,offer:OKubrJK3zDoifGn0vf9wq:title,Take a quiz,Faça um teste,14
quiz,offer:OKubrJK3zDoifGn0vf9wq:description,Zodiac Signs,Signos Zodíacos,18
quiz,offer:OKubrJK3zDoifGn0vf9wq:orderTitle,Quiz,Teste,8
quiz,offer:OKubrJK3zDoifGn0vf9wq:orderDescription,Completed,Concluído,24
