Type,Key,Default,Translation,Character Limit
quiz,offer_contents:OHZgmfxI9FAl1KNL70bXV:content:pages[0].question.answers[3],Ecuador,Equador,22
quiz,offer_contents:OHZgmfxI9FAl1KNL70bXV:content:pages[1].description,What was the United State's first fast food chain?,Qual foi a primeira cadeia de fast food dos EUA?,66
quiz,offer_contents:OHZgmfxI9FAl1KNL70bXV:content:pages[1].question.answers[0],White Castle,White Castle,22
quiz,offer_contents:OHZgmfxI9FAl1KNL70bXV:content:pages[1].question.answers[1],McDonalds,McDonalds,22
quiz,offer_contents:OHZgmfxI9FAl1KNL70bXV:content:pages[1].question.answers[2],Burger King,Burger King,22
quiz,offer_contents:OHZgmfxI9FAl1KNL70bXV:content:pages[1].question.answers[3],In-N-Out,In-N-Out,22
quiz,offer_contents:OHZgmfxI9FAl1KNL70bXV:content:pages[2].description,What was the first fast food to be delivered to outer space?,Qual foi o primeiro fast food a ser entregue no espaço?,66
quiz,offer_contents:OHZgmfxI9FAl1KNL70bXV:content:pages[2].question.answers[0],KFC,KFC,22
quiz,offer_contents:OHZgmfxI9FAl1KNL70bXV:content:pages[2].question.answers[1],Arby's,Arby's,22
quiz,offer_contents:OHZgmfxI9FAl1KNL70bXV:content:pages[2].question.answers[2],Pizza Hut,Pizza Hut,22
quiz,offer_contents:OHZgmfxI9FAl1KNL70bXV:content:pages[2].question.answers[3],Krispy Kreme,Krispy Kreme,22
poll,offer:OYfJhbaTFMJUIGyMJHbNu:title,Television,Televisão,14
poll,offer:OYfJhbaTFMJUIGyMJHbNu:description,Do you like...,Você gosta de...,18
poll,offer:OYfJhbaTFMJUIGyMJHbNu:orderTitle,Poll,Enquete,8
poll,offer:OYfJhbaTFMJUIGyMJHbNu:orderDescription,Completed,Concluído,24
poll,offer_contents:OYfJhbaTFMJUIGyMJHbNu:content:pages[0].title,How often do you watch tv shows?,Você vê programa de TV com frequência?,38
poll,offer_contents:OYfJhbaTFMJUIGyMJHbNu:content:pages[0].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:OYfJhbaTFMJUIGyMJHbNu:content:pages[0].question.answers[0],Extremely often,Com extrema frequência,22
poll,offer_contents:OYfJhbaTFMJUIGyMJHbNu:content:pages[0].question.answers[1],Very often,Muita frequência,22
poll,offer_contents:OYfJhbaTFMJUIGyMJHbNu:content:pages[0].question.answers[2],Slightly often,Pouca frequência,22
poll,offer_contents:OYfJhbaTFMJUIGyMJHbNu:content:pages[0].question.answers[3],Not often at all,Nenhuma frequência,22
poll,offer_contents:OYfJhbaTFMJUIGyMJHbNu:content:pages[1].title,What is your favorite reality tv show?,Qual é o seu reality show favorito?,38
poll,offer_contents:OYfJhbaTFMJUIGyMJHbNu:content:pages[1].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:OYfJhbaTFMJUIGyMJHbNu:content:pages[1].question.answers[0],The Bachelor,The Bachelor,22
poll,offer_contents:OYfJhbaTFMJUIGyMJHbNu:content:pages[1].question.answers[1],Big Brother,Big Brother,22
poll,offer_contents:OYfJhbaTFMJUIGyMJHbNu:content:pages[1].question.answers[2],The Voice,The Voice,22
poll,offer_contents:OYfJhbaTFMJUIGyMJHbNu:content:pages[1].question.answers[3],Survivor,Survivor,22
poll,offer_contents:OYfJhbaTFMJUIGyMJHbNu:content:pages[2].title,What is your favorite kind of tv show?,Qual seu tipo de programa favorito?,38
poll,offer_contents:OYfJhbaTFMJUIGyMJHbNu:content:pages[2].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:OYfJhbaTFMJUIGyMJHbNu:content:pages[2].question.answers[0],Reality shows,Reality shows,22
poll,offer_contents:OYfJhbaTFMJUIGyMJHbNu:content:pages[2].question.answers[1],Talk shows,Talk shows,22
poll,offer_contents:OYfJhbaTFMJUIGyMJHbNu:content:pages[2].question.answers[2],Cooking / Food,Culinária/comida,22
poll,offer_contents:OYfJhbaTFMJUIGyMJHbNu:content:pages[2].question.answers[3],Game shows,Game shows,22
poll,offer_contents:OYfJhbaTFMJUIGyMJHbNu:content:pages[3].title,Would you participate in a game show?,Você participaria de um game show?,38
poll,offer_contents:OYfJhbaTFMJUIGyMJHbNu:content:pages[3].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:OYfJhbaTFMJUIGyMJHbNu:content:pages[3].question.answers[0],Very likely,Muito provável,22
poll,offer_contents:OYfJhbaTFMJUIGyMJHbNu:content:pages[3].question.answers[1],Somewhat likely,Provável,22
poll,offer_contents:OYfJhbaTFMJUIGyMJHbNu:content:pages[3].question.answers[2],Not so likely,Pouco provável,22
poll,offer_contents:OYfJhbaTFMJUIGyMJHbNu:content:pages[3].question.answers[3],Not at all likely,Nada provável,22
poll,offer_contents:OYfJhbaTFMJUIGyMJHbNu:content:pages[4].description,${amount},${amount},24
poll,offer:OTGdh9EZ5ZJuqjMOQkW1a:title,Sports,Esportes,14
poll,offer:OTGdh9EZ5ZJuqjMOQkW1a:description,Answer a poll,Responder enquete,18
poll,offer:OTGdh9EZ5ZJuqjMOQkW1a:orderTitle,Poll,Enquete,8
poll,offer:OTGdh9EZ5ZJuqjMOQkW1a:orderDescription,Completed,Concluído,24
poll,offer_contents:OTGdh9EZ5ZJuqjMOQkW1a:content:pages[0].title,Did you watch the World Cup this year?,Assistiu à Copa do Mundo este ano?,38
poll,offer_contents:OTGdh9EZ5ZJuqjMOQkW1a:content:pages[0].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:OTGdh9EZ5ZJuqjMOQkW1a:content:pages[0].question.answers[0],Not at all,Não,22
poll,offer_contents:OTGdh9EZ5ZJuqjMOQkW1a:content:pages[0].question.answers[1],Somewhat,Um pouco,22
poll,offer_contents:OTGdh9EZ5ZJuqjMOQkW1a:content:pages[0].question.answers[2],Most games,A maioria dos jogos,22
poll,offer_contents:OTGdh9EZ5ZJuqjMOQkW1a:content:pages[0].question.answers[3],Every game,Todos os jogos,22
poll,offer_contents:OTGdh9EZ5ZJuqjMOQkW1a:content:pages[1].title,Do you follow any other sports?,Você acompanha outros esportes?,38
poll,offer_contents:OTGdh9EZ5ZJuqjMOQkW1a:content:pages[1].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:OTGdh9EZ5ZJuqjMOQkW1a:content:pages[1].question.answers[0],Not at all,Não,22
poll,offer_contents:OTGdh9EZ5ZJuqjMOQkW1a:content:pages[1].question.answers[1],Somewhat,Um pouco,22
poll,offer_contents:OTGdh9EZ5ZJuqjMOQkW1a:content:pages[1].question.answers[2],Most sports,A maioria,22
poll,offer_contents:OTGdh9EZ5ZJuqjMOQkW1a:content:pages[1].question.answers[3],Every sport,Todos,22
poll,offer_contents:OTGdh9EZ5ZJuqjMOQkW1a:content:pages[2].title,What is your favorite sport?,Qual é o seu esporte favorito?,38
poll,offer_contents:OTGdh9EZ5ZJuqjMOQkW1a:content:pages[2].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:OTGdh9EZ5ZJuqjMOQkW1a:content:pages[2].question.answers[0],Soccer,Futebol,22
poll,offer_contents:OTGdh9EZ5ZJuqjMOQkW1a:content:pages[2].question.answers[1],Football,Futebol americano,22
poll,offer_contents:OTGdh9EZ5ZJuqjMOQkW1a:content:pages[2].question.answers[2],Basketball,Basquete,22
poll,offer_contents:OTGdh9EZ5ZJuqjMOQkW1a:content:pages[2].question.answers[3],Baseball,Beisebol,22
poll,offer_contents:OTGdh9EZ5ZJuqjMOQkW1a:content:pages[3].title,Where do you watch most of the games?,Onde você assiste a maioria dos jogos?,38
poll,offer_contents:OTGdh9EZ5ZJuqjMOQkW1a:content:pages[3].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:OTGdh9EZ5ZJuqjMOQkW1a:content:pages[3].question.answers[0],Home,Em casa,22
poll,offer_contents:OTGdh9EZ5ZJuqjMOQkW1a:content:pages[3].question.answers[1],Bar,Bar,22
poll,offer_contents:OTGdh9EZ5ZJuqjMOQkW1a:content:pages[3].question.answers[2],Stadium,Estádio,22
poll,offer_contents:OTGdh9EZ5ZJuqjMOQkW1a:content:pages[3].question.answers[3],Other,Outro,22
poll,offer_contents:OTGdh9EZ5ZJuqjMOQkW1a:content:pages[4].description,${amount},${amount},24
poll,offer:OU1aU0HkD1j7EqrF4WSzu:title,Breakfast,Café da manhã,14
poll,offer:OU1aU0HkD1j7EqrF4WSzu:description,Share your view,Partilhe sua visão,18
poll,offer:OU1aU0HkD1j7EqrF4WSzu:orderTitle,Poll,Enquete,8
poll,offer:OU1aU0HkD1j7EqrF4WSzu:orderDescription,Completed,Concluído,24
poll,offer_contents:OU1aU0HkD1j7EqrF4WSzu:content:pages[0].title,What do you eat for breakfast?,O que você come no café da manhã?,38
poll,offer_contents:OU1aU0HkD1j7EqrF4WSzu:content:pages[0].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:OU1aU0HkD1j7EqrF4WSzu:content:pages[0].question.answers[0],Cereal,Cereal,22
poll,offer_contents:OU1aU0HkD1j7EqrF4WSzu:content:pages[0].question.answers[1],Fruit,Frutas,22
poll,offer_contents:OU1aU0HkD1j7EqrF4WSzu:content:pages[0].question.answers[2],Pancakes,Panquecas,22
poll,offer_contents:OU1aU0HkD1j7EqrF4WSzu:content:pages[0].question.answers[3],Coffee & pastry,Café e pães,22
poll,offer_contents:OU1aU0HkD1j7EqrF4WSzu:content:pages[1].title,Do you rush to eat breakfast?,Seu café da manhã é apressado?,38
poll,offer_contents:OU1aU0HkD1j7EqrF4WSzu:content:pages[1].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:OU1aU0HkD1j7EqrF4WSzu:content:pages[1].question.answers[0],Never,Nunca,22
poll,offer_contents:OU1aU0HkD1j7EqrF4WSzu:content:pages[1].question.answers[1],Sometimes,Às vezes,22
poll,offer_contents:OU1aU0HkD1j7EqrF4WSzu:content:pages[1].question.answers[2],Often,Frequentemente,22
poll,offer_contents:OU1aU0HkD1j7EqrF4WSzu:content:pages[1].question.answers[3],All the time,Sempre,22
poll,offer_contents:OU1aU0HkD1j7EqrF4WSzu:content:pages[2].title,How often do you pick something up?,Quantas vezes você come fora?,38
poll,offer_contents:OU1aU0HkD1j7EqrF4WSzu:content:pages[2].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:OU1aU0HkD1j7EqrF4WSzu:content:pages[2].question.answers[0],Every other month,A cada dois meses,22
poll,offer_contents:OU1aU0HkD1j7EqrF4WSzu:content:pages[2].question.answers[1],Once a month,Uma vez por mês,22
poll,offer_contents:OU1aU0HkD1j7EqrF4WSzu:content:pages[2].question.answers[2],2-3 times a week,2 a 3 vezes na semana,22
poll,offer_contents:OU1aU0HkD1j7EqrF4WSzu:content:pages[2].question.answers[3],Every day,Todos os dias,22
poll,offer_contents:OU1aU0HkD1j7EqrF4WSzu:content:pages[3].title,What happens if you miss breakfast?,E se você não tomar café da manhã?,38
poll,offer_contents:OU1aU0HkD1j7EqrF4WSzu:content:pages[3].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:OU1aU0HkD1j7EqrF4WSzu:content:pages[3].question.answers[0],Nothing,Nada,22
poll,offer_contents:OU1aU0HkD1j7EqrF4WSzu:content:pages[3].question.answers[1],I'm hungry,Fico com fome,22
poll,offer_contents:OU1aU0HkD1j7EqrF4WSzu:content:pages[3].question.answers[2],I'm cranky,Fico nervoso,22
poll,offer_contents:OU1aU0HkD1j7EqrF4WSzu:content:pages[3].question.answers[3],Won't function all day,Passarei o dia mal,22
poll,offer_contents:OU1aU0HkD1j7EqrF4WSzu:content:pages[4].description,${amount},${amount},24
poll,offer:O99t8z074rlkA4SrtUL0P:title,Favorite food,Comidas,14
poll,offer:O99t8z074rlkA4SrtUL0P:description,Let us know!,Avise-nos!,18
poll,offer:O99t8z074rlkA4SrtUL0P:orderTitle,Poll,Enquete,8
poll,offer:O99t8z074rlkA4SrtUL0P:orderDescription,Completed,Concluído,24
poll,offer_contents:O99t8z074rlkA4SrtUL0P:content:pages[0].title,What is your favorite sandwich?,Qual é o seu sanduíche favorito?,38
poll,offer_contents:O99t8z074rlkA4SrtUL0P:content:pages[0].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:O99t8z074rlkA4SrtUL0P:content:pages[0].question.answers[0],PB&J,Manteiga com geleia,22
poll,offer_contents:O99t8z074rlkA4SrtUL0P:content:pages[0].question.answers[1],Grilled cheese,Queijo grelhado,22
poll,offer_contents:O99t8z074rlkA4SrtUL0P:content:pages[0].question.answers[2],BLT,"Bacon, alface e tomate",22
poll,offer_contents:O99t8z074rlkA4SrtUL0P:content:pages[0].question.answers[3],Reuben,Reuben,22
poll,offer_contents:O99t8z074rlkA4SrtUL0P:content:pages[1].title,What is your favorite pasta?,Qual é a sua massa favorita?,38
poll,offer_contents:O99t8z074rlkA4SrtUL0P:content:pages[1].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:O99t8z074rlkA4SrtUL0P:content:pages[1].question.answers[0],Bolognese,Bolonhesa,22
poll,offer_contents:O99t8z074rlkA4SrtUL0P:content:pages[1].question.answers[1],Alfredo,Alfredo,22
poll,offer_contents:O99t8z074rlkA4SrtUL0P:content:pages[1].question.answers[2],Carbonara,Carbonara,22
poll,offer_contents:O99t8z074rlkA4SrtUL0P:content:pages[1].question.answers[3],Pesto,Pesto,22
poll,offer_contents:O99t8z074rlkA4SrtUL0P:content:pages[2].title,What is your favorite soda?,Qual é o seu refrigerante favorito?,38
poll,offer_contents:O99t8z074rlkA4SrtUL0P:content:pages[2].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:O99t8z074rlkA4SrtUL0P:content:pages[2].question.answers[0],Coca cola,Coca-cola,22
poll,offer_contents:O99t8z074rlkA4SrtUL0P:content:pages[2].question.answers[1],Pepsi,Pepsi,22
poll,offer_contents:O99t8z074rlkA4SrtUL0P:content:pages[2].question.answers[2],Sprite,Sprite,22
poll,offer_contents:O99t8z074rlkA4SrtUL0P:content:pages[2].question.answers[3],Fanta,Fanta,22
poll,offer_contents:O99t8z074rlkA4SrtUL0P:content:pages[3].title,What is the best flavor of ice cream?,Qual o melhor sabor de sorvete?,38
poll,offer_contents:O99t8z074rlkA4SrtUL0P:content:pages[3].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:O99t8z074rlkA4SrtUL0P:content:pages[3].question.answers[0],Vanilla,Baunilha,22
poll,offer_contents:O99t8z074rlkA4SrtUL0P:content:pages[3].question.answers[1],Chocolate,Chocolate,22
poll,offer_contents:O99t8z074rlkA4SrtUL0P:content:pages[3].question.answers[2],Rocky Road,Rocky Road,22
poll,offer_contents:O99t8z074rlkA4SrtUL0P:content:pages[3].question.answers[3],Cookie dough,Com biscoito,22
poll,offer_contents:O99t8z074rlkA4SrtUL0P:content:pages[4].description,${amount},${amount},24
poll,offer:Omdo2OHkzmSzUT7t8VW0O:title,Take a survey,Fazer pesquisa,14
poll,offer:Omdo2OHkzmSzUT7t8VW0O:description,Share your view,Partilhe sua visão,18
poll,offer:Omdo2OHkzmSzUT7t8VW0O:orderTitle,Poll,Enquete,8
poll,offer:Omdo2OHkzmSzUT7t8VW0O:orderDescription,Completed,Concluído,24
poll,offer_contents:Omdo2OHkzmSzUT7t8VW0O:content:pages[0].title,How much do you know about crypto?,Quanto você sabe sobre criptografia?,38
poll,offer_contents:Omdo2OHkzmSzUT7t8VW0O:content:pages[0].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:Omdo2OHkzmSzUT7t8VW0O:content:pages[0].question.answers[0],Nothing,Nada,22
poll,offer_contents:Omdo2OHkzmSzUT7t8VW0O:content:pages[0].question.answers[1],Heard about it,Ouvi falar,22
poll,offer_contents:Omdo2OHkzmSzUT7t8VW0O:content:pages[0].question.answers[2],Did some research,Fiz uma pesquisa,22
poll,offer_contents:Omdo2OHkzmSzUT7t8VW0O:content:pages[0].question.answers[3],Crypto enthusiast,Fã de criptografia,22
poll,offer_contents:Omdo2OHkzmSzUT7t8VW0O:content:pages[1].title,Did you reseach Kin at all?,Você pesquisou sobre a Kin?,38
poll,offer_contents:Omdo2OHkzmSzUT7t8VW0O:content:pages[1].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:Omdo2OHkzmSzUT7t8VW0O:content:pages[1].question.answers[0],Active follower,Seguidor ativo,22
poll,offer_contents:Omdo2OHkzmSzUT7t8VW0O:content:pages[1].question.answers[1],Did some research,Fiz uma pesquisa,22
poll,offer_contents:Omdo2OHkzmSzUT7t8VW0O:content:pages[1].question.answers[2],Heard about it,Ouvi falar,22
poll,offer_contents:Omdo2OHkzmSzUT7t8VW0O:content:pages[1].question.answers[3],Not yet,Ainda não,22
poll,offer_contents:Omdo2OHkzmSzUT7t8VW0O:content:pages[2].title,Will you use other apps with Kin?,Você usará Kin em outros aplicativos?,38
poll,offer_contents:Omdo2OHkzmSzUT7t8VW0O:content:pages[2].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:Omdo2OHkzmSzUT7t8VW0O:content:pages[2].question.answers[0],Sure,Com certeza,
poll,offer_contents:Omdo2OHkzmSzUT7t8VW0O:content:pages[2].question.answers[1],Most likely,Provavelmente,22
poll,offer_contents:Omdo2OHkzmSzUT7t8VW0O:content:pages[2].question.answers[2],Probably not,Provavelmente não,22
poll,offer_contents:Omdo2OHkzmSzUT7t8VW0O:content:pages[2].question.answers[3],I'll see...,Pensarei a respeito...,22
poll,offer_contents:Omdo2OHkzmSzUT7t8VW0O:content:pages[3].title,How would you rate the Kin Marketplace?,O que acha do Kin Marketplace?,38
poll,offer_contents:Omdo2OHkzmSzUT7t8VW0O:content:pages[3].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:Omdo2OHkzmSzUT7t8VW0O:content:pages[3].question.answers[0],Love it!,Ótimo!,22
poll,offer_contents:Omdo2OHkzmSzUT7t8VW0O:content:pages[3].question.answers[1],Pretty good,Muito bom,22
poll,offer_contents:Omdo2OHkzmSzUT7t8VW0O:content:pages[3].question.answers[2],I'm not sure,Não tenho certeza,22
poll,offer_contents:Omdo2OHkzmSzUT7t8VW0O:content:pages[3].question.answers[3],I probably won't come back ,Talvez eu não retorne ,22
poll,offer_contents:Omdo2OHkzmSzUT7t8VW0O:content:pages[4].description,${amount},${amount},24
poll,offer:O1rHHwxwfxaNEWtJQp1z5:title,Answer a Poll,Resp. enquete,14
poll,offer:O1rHHwxwfxaNEWtJQp1z5:description,What's your view?,Qual a sua visão?,18
poll,offer:O1rHHwxwfxaNEWtJQp1z5:orderTitle,Poll,Enquete,8
poll,offer:O1rHHwxwfxaNEWtJQp1z5:orderDescription,Completed,Concluído,24
poll,offer_contents:O1rHHwxwfxaNEWtJQp1z5:content:pages[0].title,What class did you enjoy the most?,Qual matéria você mais gostou?,38
poll,offer_contents:O1rHHwxwfxaNEWtJQp1z5:content:pages[0].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:O1rHHwxwfxaNEWtJQp1z5:content:pages[0].question.answers[0],Science,Ciências,22
poll,offer_contents:O1rHHwxwfxaNEWtJQp1z5:content:pages[0].question.answers[1],Literature,Literatura,22
poll,offer_contents:O1rHHwxwfxaNEWtJQp1z5:content:pages[0].question.answers[2],P.E,Educação física,22
poll,offer_contents:O1rHHwxwfxaNEWtJQp1z5:content:pages[0].question.answers[3],Math,Matemática,22
poll,offer_contents:O1rHHwxwfxaNEWtJQp1z5:content:pages[1].title,What class did you like the least?,Qual matéria você menos gostou?,38
poll,offer_contents:O1rHHwxwfxaNEWtJQp1z5:content:pages[1].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:O1rHHwxwfxaNEWtJQp1z5:content:pages[1].question.answers[0],Science,Ciências,22
poll,offer_contents:O1rHHwxwfxaNEWtJQp1z5:content:pages[1].question.answers[1],Literature,Literatura,22
poll,offer_contents:O1rHHwxwfxaNEWtJQp1z5:content:pages[1].question.answers[2],P.E,Educação física,22
poll,offer_contents:O1rHHwxwfxaNEWtJQp1z5:content:pages[1].question.answers[3],Math,Matemática,22
poll,offer_contents:O1rHHwxwfxaNEWtJQp1z5:content:pages[2].title,Did you ever ditch class?,Você já cabulou a aula?,38
poll,offer_contents:O1rHHwxwfxaNEWtJQp1z5:content:pages[2].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:O1rHHwxwfxaNEWtJQp1z5:content:pages[2].question.answers[0],Never,Nunca,22
poll,offer_contents:O1rHHwxwfxaNEWtJQp1z5:content:pages[2].question.answers[1],Once or twice,Uma ou duas vezes,22
poll,offer_contents:O1rHHwxwfxaNEWtJQp1z5:content:pages[2].question.answers[2],Frequently,Frequentemente,22
poll,offer_contents:O1rHHwxwfxaNEWtJQp1z5:content:pages[2].question.answers[3],Never went to class,Nunca fui à aula,22
